,location,BHK,total_sqft,bath,price,encoded_loc
4787,Yelahanka,2,1260.0,2.0,59.2,226
4788,Talaghattapura,3,2254.0,3.0,153.0,208
4789,Old Madras Road,3,2990.0,5.0,210.0,177
4790,JP Nagar,2,820.0,2.0,45.0,109
4791,Electronic City,2,1296.0,2.0,65.0,74
4792,Uttarahalli,2,1190.0,2.0,53.55,216
4793,Whitefield,2,1173.0,2.0,77.0,224
4794,Sarjapura - Attibele Road,3,1800.0,3.0,90.0,195
4795,Yelahanka,2,1102.0,2.0,52.0,226
4796,Sarjapur,2,913.0,2.0,36.0,193
4797,Hormavu,3,1176.0,2.0,35.27,100
4798,Prithvi Layout,3,1620.0,3.0,65.0,181
4799,Billekahalli,3,2968.0,3.0,225.0,44
4800,Yelahanka,2,1519.0,2.0,65.0,226
4801,others,3,1594.0,3.0,99.0,230
4802,others,2,1250.0,2.0,68.0,230
4803,Haralur Road,2,1056.0,2.0,60.0,90
4804,Whitefield,3,1200.0,3.0,68.4,224
4805,others,2,1290.0,1.0,77.5,230
4806,others,2,1150.0,2.0,48.0,230
4807,Anekal,4,1200.0,2.0,36.0,17
4808,Gollarapalya Hosahalli,2,861.0,2.0,36.5,81
4809,Kundalahalli,2,1047.0,2.0,82.62,150
4810,others,2,1200.0,2.0,75.0,230
4811,others,2,1065.0,2.0,45.0,230
4812,Ramamurthy Nagar,2,1000.0,2.0,62.0,188
4813,Lingadheeranahalli,3,1682.0,3.0,113.0,154
4814,Harlur,3,1756.0,3.0,131.0,91
4815,Vittasandra,2,1238.0,2.0,67.32,223
4816,Dasanapura,2,814.0,2.0,42.0,63
4817,Dodda Nekkundi,2,1145.0,2.0,46.5,67
4818,Varthur,2,965.0,2.0,34.0,217
4819,others,2,750.0,2.0,36.0,230
4820,Banashankari,3,1300.0,2.0,55.0,26
4821,1st Phase JP Nagar,3,1590.0,3.0,131.0,1
4822,Begur Road,1,644.0,1.0,40.0,39
4823,Whitefield,2,982.0,2.0,37.0,224
4824,Indira Nagar,2,1260.0,2.0,100.0,108
4825,Rayasandra,3,1555.0,3.0,75.17,189
4826,Kaggadasapura,2,1225.0,2.0,48.0,118
4827,Electronics City Phase 1,2,1085.0,2.0,46.0,76
4828,Thanisandra,3,1595.0,3.0,110.0,209
4829,Raja Rajeshwari Nagar,2,1196.0,2.0,40.44,184
4830,Yelahanka,3,1859.0,3.0,108.0,226
4831,9th Phase JP Nagar,2,1079.0,2.0,60.0,8
4832,Whitefield,2,1118.0,2.0,42.0,224
4833,CV Raman Nagar,2,1198.0,2.0,60.0,53
4834,Thigalarapalya,3,1830.0,4.0,135.0,210
4835,Banashankari Stage VI,2,1160.0,2.0,59.0,30
4836,others,3,2070.0,3.0,135.0,230
4837,Kannamangala,2,957.0,2.0,52.5,128
4838,Bannerghatta Road,2,1268.0,2.0,69.0,34
4839,Bannerghatta Road,3,1450.0,2.0,87.0,34
4840,others,3,1600.0,2.0,75.0,230
4841,Uttarahalli,3,1330.0,2.0,57.0,216
4842,Jakkur,3,1355.0,2.0,65.0,110
4843,others,2,1100.0,2.0,38.49,230
4844,Chikkalasandra,2,1075.0,2.0,46.76,59
4845,others,2,800.0,2.0,55.0,230
4846,others,2,900.0,1.0,44.0,230
4847,Haralur Road,2,1140.0,2.0,42.0,90
4848,Padmanabhanagar,3,1710.0,2.0,90.63,178
4849,Talaghattapura,3,2106.0,3.0,148.0,208
4850,others,3,3800.0,2.0,130.0,230
4851,Marathahalli,2,1602.0,2.0,104.0,161
4852,Sarjapur  Road,3,1660.0,2.0,116.0,194
4853,Electronic City Phase II,3,1549.0,3.0,80.0,75
4854,Marathahalli,1,700.0,1.0,38.0,161
4855,Balagere,2,1012.0,2.0,64.0,25
4856,Whitefield,2,1216.0,2.0,69.0,224
4857,Electronic City Phase II,2,1065.0,2.0,56.13,75
4858,Thanisandra,3,1411.0,3.0,93.15,209
4859,Pai Layout,2,1400.0,2.0,57.5,179
4860,Haralur Road,2,1245.0,2.0,62.0,90
4861,Vidyaranyapura,2,1000.0,2.0,35.0,219
4862,Panathur,3,1580.0,3.0,71.89,180
4863,Subramanyapura,3,1800.0,3.0,90.0,205
4864,Kothannur,3,1275.0,3.0,44.0,145
4865,Kasavanhalli,3,1494.0,3.0,82.0,130
4866,Bhoganhalli,3,1949.0,3.0,129.0,43
4867,BTM Layout,2,1020.0,2.0,46.5,23
4868,Mysore Road,2,883.0,2.0,45.0,166
4869,others,3,2010.0,3.0,125.0,230
4870,Yeshwanthpur,2,1240.0,2.0,80.0,229
4871,6th Phase JP Nagar,2,1213.0,2.0,63.0,5
4872,Hegde Nagar,3,1835.0,3.0,88.0,94
4873,Bannerghatta Road,4,2932.0,5.0,195.0,34
4874,Whitefield,4,3425.0,5.0,250.0,224
4875,Gottigere,2,945.0,2.0,45.0,82
4876,others,3,1504.0,2.0,100.0,230
4877,Harlur,3,1755.0,3.0,130.0,91
4878,Vijayanagar,3,1760.0,3.0,140.0,220
4879,Hoodi,2,1240.0,2.0,43.94,97
4880,Electronics City Phase 1,3,1450.0,3.0,72.54,76
4881,5th Phase JP Nagar,2,1000.0,2.0,48.0,4
4882,Shivaji Nagar,1,3820.0,1.0,306.0,200
4883,Thyagaraja Nagar,5,2000.0,4.0,145.0,212
4884,Choodasandra,2,1215.0,2.0,59.0,60
4885,Yelachenahalli,3,1330.0,3.0,73.5,225
4886,Raja Rajeshwari Nagar,2,1178.0,2.0,75.0,184
4887,others,2,2040.0,2.0,59.0,230
4888,Bellandur,3,2000.0,3.0,85.0,40
4889,Dasarahalli,3,2400.0,2.0,152.0,64
4890,Sarjapur  Road,3,1700.0,3.0,108.0,194
4891,Jigani,3,1200.0,3.0,65.0,113
4892,others,3,1500.0,3.0,72.0,230
4893,Kanakpura Road,3,1737.0,3.0,85.0,127
4894,others,3,1280.0,2.0,48.0,230
4895,CV Raman Nagar,2,1560.0,2.0,85.0,53
4896,Kambipura,2,883.0,2.0,44.0,123
4897,Kengeri Satellite Town,2,750.0,2.0,33.0,136
4898,Brookefield,4,2400.0,3.0,140.0,51
4899,others,2,900.0,2.0,45.0,230
4900,Hormavu,2,1030.0,2.0,49.35,100
4901,Hennur Road,3,1831.0,3.0,110.0,96
4902,others,2,1095.0,2.0,38.33,230
4903,Sarjapur  Road,3,1272.5,2.0,40.72,194
4904,7th Phase JP Nagar,2,1000.0,2.0,61.0,6
4905,Budigere,3,1820.0,3.0,85.4,52
4906,Bisuvanahalli,3,1075.0,2.0,41.0,46
4907,TC Palaya,3,1500.0,3.0,83.0,207
4908,Electronics City Phase 1,1,360.0,1.0,16.9,76
4909,Kadugodi,1,925.0,1.0,40.7,117
4910,Electronic City,2,1140.0,2.0,70.93,74
4911,others,2,1145.0,2.0,58.4,230
4912,others,3,1862.0,3.0,120.0,230
4913,Devarachikkanahalli,2,947.0,2.0,43.0,66
4914,Kalena Agrahara,2,1120.0,2.0,40.0,121
4915,others,3,2700.0,3.0,200.0,230
4916,Kaggadasapura,3,1805.0,2.0,75.0,118
4917,others,3,1677.0,3.0,98.0,230
4918,Uttarahalli,3,1560.0,3.0,74.0,216
4919,Arekere,3,2060.0,3.0,150.0,20
4920,Koramangala,3,1716.0,2.0,115.0,144
4921,Harlur,3,1864.0,3.0,140.0,91
4922,Electronics City Phase 1,1,638.0,1.0,32.0,76
4923,Chandapura,2,937.0,2.0,30.0,55
4924,others,3,1490.0,2.0,115.0,230
4925,Whitefield,2,1100.0,2.0,37.0,224
4926,Thigalarapalya,2,1000.0,2.0,48.53,210
4927,Horamavu Agara,2,1060.0,2.0,37.0,98
4928,Basaveshwara Nagar,2,1200.0,2.0,80.0,36
4929,Akshaya Nagar,3,1420.0,2.0,75.0,11
4930,Sarjapur  Road,3,1539.0,3.0,85.0,194
4931,others,3,1550.0,3.0,59.0,230
4932,Kasavanhalli,3,1555.0,3.0,82.0,130
4933,Seegehalli,3,1553.0,3.0,68.0,198
4934,others,3,1740.0,3.0,120.0,230
4935,OMBR Layout,3,1855.0,3.0,145.0,175
4936,others,2,1020.0,2.0,60.0,230
4937,Uttarahalli,3,1250.0,2.0,50.0,216
4938,Sanjay nagar,3,1450.0,3.0,75.0,191
4939,Thubarahalli,2,1200.0,2.0,80.0,211
4940,Haralur Road,2,1140.0,2.0,58.0,90
4941,others,1,550.0,1.0,16.0,230
4942,Bannerghatta Road,3,1450.0,3.0,44.0,34
4943,Kanakpura Road,2,700.0,2.0,35.07,127
4944,Whitefield,3,1200.0,3.0,56.0,224
4945,Yelahanka,2,1050.0,2.0,45.0,226
4946,Somasundara Palya,3,1600.0,3.0,69.0,202
4947,Bannerghatta Road,3,1625.0,2.0,75.0,34
4948,others,2,1492.0,2.0,65.0,230
4949,Whitefield,4,2856.0,5.0,157.5,224
4950,Sarjapur  Road,3,1489.0,2.0,82.0,194
4951,Kanakapura,3,1560.0,2.0,62.38,126
4952,others,3,1431.0,3.0,65.0,230
4953,Lingadheeranahalli,3,1682.0,3.0,114.0,154
4954,Panathur,2,1198.0,2.0,86.26,180
4955,Sarjapur  Road,3,1550.0,2.0,69.75,194
4956,Kodichikkanahalli,2,1026.0,2.0,45.0,138
4957,Hennur,3,1260.0,2.0,52.0,95
4958,others,2,690.0,2.0,42.0,230
4959,Sarjapur  Road,1,539.0,1.0,45.0,194
4960,Sarakki Nagar,4,1200.0,4.0,85.0,192
4961,Attibele,3,2400.0,3.0,120.0,21
4962,Thubarahalli,2,1200.0,2.0,79.55,211
4963,Sarjapur  Road,3,1186.0,2.0,40.0,194
4964,Thanisandra,2,1039.0,2.0,39.5,209
4965,Gottigere,5,1500.0,4.0,100.0,82
4966,Malleshwaram,3,2520.0,3.0,150.0,160
4967,Brookefield,2,1225.0,2.0,66.5,51
4968,Bommanahalli,2,1350.0,2.0,72.0,47
4969,Whitefield,3,1550.0,2.0,49.6,224
4970,Hoodi,3,1490.0,3.0,79.0,97
4971,others,3,1520.0,3.0,111.0,230
4972,others,3,1391.0,2.0,64.5,230
4973,Rachenahalli,2,1200.0,2.0,50.0,183
4974,others,4,1200.0,4.0,86.0,230
4975,Yelahanka,2,1322.0,2.0,80.0,226
4976,Whitefield,3,2173.0,3.0,128.0,224
4977,Sarjapur  Road,2,1200.0,2.0,75.0,194
4978,Thubarahalli,2,1200.0,2.0,47.0,211
4979,Mysore Road,2,1170.0,2.0,65.0,166
4980,NRI Layout,2,1125.0,2.0,45.56,168
4981,Devanahalli,1,698.5,1.0,28.57,65
4982,others,2,1250.0,2.0,90.0,230
4983,Yelahanka,3,1075.0,2.0,36.0,226
4984,Whitefield,3,1435.0,3.0,45.0,224
4985,Electronics City Phase 1,2,1175.0,2.0,64.98,76
4986,others,2,900.0,2.0,33.0,230
4987,Electronics City Phase 1,1,585.0,1.0,21.0,76
4988,Jigani,4,3170.0,5.0,230.0,113
4989,Thanisandra,2,1220.0,2.0,42.0,209
4990,Bannerghatta Road,2,960.0,2.0,58.0,34
4991,NGR Layout,1,907.0,1.0,38.0,167
4992,Old Madras Road,2,1210.0,2.0,74.0,177
4993,others,2,1230.0,2.0,70.0,230
4994,5th Phase JP Nagar,3,1350.0,2.0,75.0,4
4995,Kenchenahalli,2,1150.0,2.0,58.0,134
4996,Sarjapur,3,1404.0,2.0,53.35,193
4997,OMBR Layout,2,1050.0,2.0,48.0,175
4998,Yelahanka,2,1285.0,2.0,56.0,226
4999,Hormavu,2,1018.0,2.0,50.8,100
5000,Hoskote,3,1200.0,3.0,57.0,103
5001,others,3,1600.0,3.0,95.0,230
5002,9th Phase JP Nagar,2,1480.0,2.0,80.0,8
5003,Kodichikkanahalli,5,2500.0,7.0,125.0,138
5004,Kaval Byrasandra,1,480.0,1.0,25.0,133
5005,Akshaya Nagar,3,1435.0,3.0,53.0,11
5006,others,1,600.0,2.0,23.0,230
5007,CV Raman Nagar,3,1590.0,2.0,85.0,53
5008,Nagavara,2,936.0,2.0,40.2,171
5009,Banashankari,2,1181.0,2.0,75.0,26
5010,Kengeri,3,1741.0,3.0,80.0,135
5011,JP Nagar,3,1750.0,3.0,123.0,109
5012,Varthur Road,2,1050.0,2.0,42.7,218
5013,Tumkur Road,2,1027.0,2.0,60.0,214
5014,Sector 2 HSR Layout,3,1600.0,3.0,70.0,196
5015,Sahakara Nagar,2,1000.0,2.0,60.0,190
5016,Varthur,2,1120.0,2.0,44.24,217
5017,others,2,1200.0,2.0,85.0,230
5018,others,2,1200.0,2.0,35.0,230
5019,Kasturi Nagar,3,1570.0,3.0,110.0,131
5020,Electronic City Phase II,2,1140.0,2.0,33.84,75
5021,Banashankari,2,1105.0,2.0,90.0,26
5022,Electronic City,2,1200.0,2.0,34.65,74
5023,Whitefield,1,905.0,1.0,62.0,224
5024,Kudlu Gate,2,1185.0,2.0,50.0,148
5025,Rayasandra,3,1458.0,3.0,60.0,189
5026,Hormavu,3,1555.0,3.0,75.0,100
5027,others,2,1200.0,2.0,45.0,230
5028,Sarjapur  Road,2,1308.0,2.0,58.86,194
5029,Kudlu,2,1024.0,2.0,44.0,147
5030,Kanakapura,3,1450.0,3.0,75.0,126
5031,Seegehalli,3,1639.0,3.0,120.0,198
5032,Hennur Road,2,1232.0,2.0,87.0,96
5033,others,3,2000.0,4.0,130.0,230
5034,Jakkur,2,1230.0,2.0,79.0,110
5035,KR Puram,2,1076.0,2.0,67.0,115
5036,others,3,995.0,2.0,34.82,230
5037,Kodigehaali,3,2120.0,3.0,177.0,139
5038,Electronic City,2,1096.0,2.0,40.55,74
5039,Horamavu Agara,2,1107.83,2.0,41.51,98
5040,8th Phase JP Nagar,3,1431.5,3.0,72.02,7
5041,Whitefield,2,1320.0,2.0,99.26,224
5042,Whitefield,3,2901.0,4.0,190.0,224
5043,GM Palaya,3,1315.0,2.0,65.0,78
5044,others,2,1000.0,2.0,44.0,230
5045,Hosakerehalli,3,1596.0,3.0,79.8,102
5046,Bannerghatta Road,3,1750.0,3.0,130.0,34
5047,Old Madras Road,3,1350.0,3.0,47.25,177
5048,others,2,1175.0,2.0,79.0,230
5049,Talaghattapura,2,921.0,2.0,29.47,208
5050,Sultan Palaya,3,1713.0,3.0,125.0,206
5051,others,2,1200.0,2.0,43.0,230
5052,8th Phase JP Nagar,3,1900.0,4.0,90.0,7
5053,Kudlu Gate,3,1664.0,3.0,68.0,148
5054,Binny Pete,3,1795.0,3.0,139.0,45
5055,Kereguddadahalli,1,600.0,1.0,19.5,137
5056,Hoodi,2,1240.0,2.0,65.0,97
5057,Hegde Nagar,3,1965.0,4.0,132.0,94
5058,Electronics City Phase 1,2,1200.0,2.0,59.76,76
5059,others,2,1112.0,2.0,68.0,230
5060,Mahadevpura,2,1136.0,2.0,64.5,156
5061,Jigani,2,914.0,2.0,55.0,113
5062,Rachenahalli,2,1050.0,2.0,47.25,183
5063,Marathahalli,3,1385.0,2.0,68.5,161
5064,others,2,990.0,2.0,35.0,230
5065,Yelahanka,2,845.0,2.0,43.0,226
5066,Whitefield,2,1485.0,2.0,96.51,224
5067,Kanakapura,3,1460.0,2.0,43.79,126
5068,Thanisandra,2,1450.0,2.0,57.0,209
5069,HSR Layout,3,1360.0,2.0,53.0,89
5070,Singasandra,2,1375.0,2.0,58.0,201
5071,Uttarahalli,2,1125.0,2.0,48.0,216
5072,Banashankari,1,720.0,1.0,60.0,26
5073,7th Phase JP Nagar,3,1460.0,2.0,100.0,6
5074,others,2,1107.0,2.0,40.0,230
5075,others,2,1158.0,2.0,75.0,230
5076,Yelachenahalli,2,800.0,1.0,30.0,225
5077,Bhoganhalli,3,1760.0,3.0,128.0,43
5078,others,4,3200.0,4.0,200.0,230
5079,TC Palaya,3,1350.0,3.0,60.0,207
5080,others,2,1125.0,2.0,32.49,230
5081,BTM Layout,3,1600.0,3.0,112.0,23
5082,others,2,1200.0,2.0,90.0,230
5083,Whitefield,3,1755.0,3.0,101.0,224
5084,Hulimavu,2,1200.0,2.0,50.0,105
5085,others,2,1200.0,2.0,67.0,230
5086,others,2,1266.67,2.0,69.0,230
5087,others,3,1300.0,3.0,64.0,230
5088,Mysore Road,2,1029.5,2.0,50.855,166
5089,Raja Rajeshwari Nagar,2,1128.0,2.0,40.0,184
5090,others,2,2000.0,2.0,160.0,230
5091,Panathur,2,1210.0,2.0,80.0,180
5092,Arekere,4,2710.0,6.0,142.0,20
5093,Raja Rajeshwari Nagar,2,1151.0,2.0,39.0,184
5094,Sarjapur  Road,2,920.0,2.0,40.0,194
5095,Munnekollal,3,1750.0,3.0,86.5,164
5096,Dasanapura,2,1163.0,2.0,65.0,63
5097,others,3,1800.0,3.0,95.0,230
5098,CV Raman Nagar,2,1100.0,2.0,58.0,53
5099,R.T. Nagar,2,1200.0,2.0,60.0,182
5100,others,3,1410.0,3.0,65.0,230
5101,Begur Road,3,1933.0,3.0,98.0,39
5102,Begur Road,2,1200.0,2.0,45.6,39
5103,Whitefield,3,1608.0,2.0,63.0,224
5104,Horamavu Banaswadi,2,1156.0,2.0,46.9,99
5105,others,2,1230.0,2.0,75.0,230
5106,Kasavanhalli,1,770.0,1.0,43.82,130
5107,Ardendale,3,1777.26,3.0,105.0,19
5108,Kanakpura Road,2,1339.0,2.0,85.0,127
5109,Sarjapur  Road,3,3044.0,3.0,183.0,194
5110,others,2,1080.0,2.0,44.8,230
5111,others,2,2400.0,2.0,135.0,230
5112,Hulimavu,3,1450.0,3.0,72.0,105
5113,Kothanur,2,1075.0,2.0,53.0,146
5114,Sarjapur  Road,3,1163.0,2.0,62.0,194
5115,Hebbal,2,1299.0,2.0,100.0,92
5116,HRBR Layout,2,1170.0,2.0,75.0,88
5117,JP Nagar,3,2195.0,2.0,152.0,109
5118,Yelahanka,4,2600.0,4.0,175.0,226
5119,KR Puram,2,1140.0,2.0,43.32,115
5120,Kanakpura Road,3,1900.0,3.0,125.0,127
5121,Electronic City,2,1110.0,2.0,39.95,74
5122,HBR Layout,2,1089.0,2.0,60.0,87
5123,others,2,880.0,2.0,48.0,230
5124,Kereguddadahalli,2,1080.0,2.0,32.0,137
5125,Thanisandra,2,1093.0,2.0,68.1,209
5126,Banashankari Stage III,3,1480.0,3.0,75.48,28
5127,Hegde Nagar,3,1703.0,3.0,125.0,94
5128,Hebbal,2,1200.0,2.0,60.0,92
5129,Marathahalli,3,1690.0,3.0,116.0,161
5130,Yelahanka,2,1305.0,2.0,78.0,226
5131,Talaghattapura,3,1257.0,2.0,40.22,208
5132,others,2,1150.0,2.0,45.0,230
5133,others,2,1194.0,2.0,55.0,230
5134,others,3,2000.0,3.0,90.0,230
5135,Anekal,3,1500.0,4.0,99.0,17
5136,others,2,1025.0,2.0,42.5,230
5137,Horamavu Agara,2,980.0,2.0,38.19,98
5138,Hosakerehalli,3,1200.0,2.0,100.0,102
5139,Whitefield,3,2225.0,3.0,149.0,224
5140,others,2,1022.0,2.0,57.0,230
5141,others,2,1153.0,2.0,45.0,230
5142,Pai Layout,2,1175.0,2.0,60.0,179
5143,Vidyaranyapura,3,1560.0,3.0,68.0,219
5144,Billekahalli,2,1350.0,3.0,55.0,44
5145,others,2,1200.0,2.0,76.0,230
5146,others,2,1200.0,1.0,54.0,230
5147,Chandapura,2,800.0,2.0,25.0,55
5148,Electronic City,4,2093.0,4.0,104.0,74
5149,Bannerghatta Road,2,1275.0,2.0,73.0,34
5150,Begur Road,2,1215.0,2.0,43.13,39
5151,Begur Road,3,1444.0,2.0,71.5,39
5152,others,2,950.0,2.0,38.0,230
5153,Banashankari Stage II,3,1240.0,2.0,59.52,27
5154,Hennur,2,1231.0,2.0,50.0,95
5155,Yeshwanthpur,3,1713.0,3.0,110.0,229
5156,Sarjapur  Road,3,3004.0,4.0,158.0,194
5157,Sonnenahalli,3,1310.0,2.0,46.0,204
5158,Jalahalli,2,790.0,2.0,49.5,111
5159,others,3,1605.0,3.0,100.0,230
5160,Whitefield,2,1250.0,2.0,82.0,224
5161,Subramanyapura,3,1260.0,2.0,76.0,205
5162,Yelahanka,2,1180.0,2.0,56.0,226
5163,Uttarahalli,3,1255.0,2.0,50.19,216
5164,Electronic City,2,1025.0,2.0,53.9,74
5165,Sarjapur  Road,3,1877.0,4.0,150.0,194
5166,Hennur,5,2500.0,5.0,125.0,95
5167,others,3,1542.0,3.0,98.0,230
5168,others,2,1012.0,2.0,42.0,230
5169,Chandapura,2,1200.0,2.0,65.0,55
5170,Sarjapur  Road,2,1115.0,2.0,43.0,194
5171,Green Glen Layout,3,1680.0,4.0,95.0,83
5172,Old Madras Road,2,1171.0,2.0,72.0,177
5173,Tumkur Road,2,1027.0,2.0,68.62,214
5174,Shampura,3,1700.0,3.0,75.0,199
5175,Kanakapura,2,1090.0,2.0,38.15,126
5176,Hennur Road,2,1232.0,2.0,74.0,96
5177,Anekal,2,766.0,2.0,28.0,17
5178,Kanakpura Road,1,525.0,1.0,27.0,127
5179,Hosa Road,3,1576.0,3.0,109.0,101
5180,Choodasandra,3,1254.0,2.0,65.0,60
5181,others,5,3600.0,5.0,110.0,230
5182,Kanakpura Road,3,1593.0,3.0,118.0,127
5183,others,2,1333.0,2.0,77.27,230
5184,Raja Rajeshwari Nagar,3,1375.0,2.0,54.99,184
5185,Ardendale,3,1650.0,3.0,82.0,19
5186,Thanisandra,3,1430.0,2.0,51.48,209
5187,Electronic City,2,940.0,2.0,54.0,74
5188,Electronic City,1,435.0,1.0,21.0,74
5189,Begur Road,2,1160.0,2.0,36.54,39
5190,Electronic City,3,1500.0,2.0,77.5,74
5191,Koramangala,3,1890.0,2.0,100.0,144
5192,others,2,1050.0,2.0,70.0,230
5193,Haralur Road,2,1027.0,2.0,43.0,90
5194,Whitefield,3,1495.0,2.0,61.28,224
5195,Seegehalli,3,3000.0,4.0,235.0,198
5196,Tumkur Road,3,1459.0,2.0,95.0,214
5197,Yelahanka,3,1711.0,3.0,85.61,226
5198,Hoodi,2,1250.0,2.0,98.0,97
5199,Anandapura,2,875.0,2.0,57.0,15
5200,Ramamurthy Nagar,2,1334.0,2.0,67.0,188
5201,others,2,1140.0,2.0,32.92,230
5202,Thigalarapalya,3,2072.0,4.0,160.0,210
5203,Kengeri Satellite Town,2,920.0,2.0,39.0,136
5204,Chandapura,2,778.0,2.0,25.29,55
5205,Nagasandra,4,1310.0,3.0,95.0,170
5206,Electronic City,3,1631.0,3.0,80.0,74
5207,Kanakpura Road,1,525.0,1.0,27.5,127
5208,Jalahalli,3,1395.0,3.0,82.0,111
5209,others,3,2000.0,3.0,105.0,230
5210,Hennur Road,2,1232.0,2.0,66.0,96
5211,others,2,1075.0,2.0,55.0,230
5212,Gubbalala,2,1205.0,2.0,70.0,84
5213,Rayasandra,3,1179.0,2.0,55.0,189
5214,Kodigehaali,2,1013.0,2.0,51.0,139
5215,Uttarahalli,2,1160.0,2.0,40.6,216
5216,7th Phase JP Nagar,2,1200.0,2.0,62.5,6
5217,others,3,1200.0,3.0,99.0,230
5218,Marathahalli,2,1065.0,2.0,55.0,161
5219,Lakshminarayana Pura,2,1395.0,2.0,75.0,153
5220,others,2,1007.0,2.0,43.0,230
5221,Kengeri,3,1436.0,2.0,55.0,135
5222,others,6,4250.0,6.0,150.0,230
5223,Kengeri,2,1200.0,2.0,58.0,135
5224,Mysore Road,2,940.0,2.0,43.61,166
5225,KR Puram,6,4300.0,6.0,175.0,115
5226,Dodda Nekkundi,3,1829.0,3.0,125.0,67
5227,others,2,1000.0,2.0,60.0,230
5228,others,3,5720.0,3.0,350.0,230
5229,Hebbal,2,1390.0,2.0,95.0,92
5230,Lakshminarayana Pura,3,1500.0,3.0,104.0,153
5231,Vijayanagar,3,2047.0,3.0,136.0,220
5232,Jakkur,2,1202.0,2.0,79.0,110
5233,others,2,1012.0,2.0,59.0,230
5234,Gunjur,3,2132.0,3.0,80.0,85
5235,Whitefield,1,605.0,1.0,40.0,224
5236,Harlur,2,1331.0,2.0,88.0,91
5237,Margondanahalli,2,1200.0,2.0,69.0,162
5238,others,3,1280.0,2.0,49.0,230
5239,Balagere,2,1007.0,2.0,62.0,25
5240,Thanisandra,3,1370.0,2.0,61.0,209
5241,others,2,925.0,2.0,35.0,230
5242,TC Palaya,2,1500.0,2.0,75.0,207
5243,Hennur Road,2,1341.0,2.0,95.0,96
5244,others,3,1350.0,2.0,47.25,230
5245,Tumkur Road,2,992.0,2.0,60.0,214
5246,Uttarahalli,2,1163.0,2.0,68.0,216
5247,Sarjapur  Road,2,1229.0,2.0,70.0,194
5248,others,2,600.0,2.0,39.0,230
5249,Electronic City Phase II,2,1219.0,2.0,61.26,75
5250,Raja Rajeshwari Nagar,3,1525.0,2.0,99.13,184
5251,Kasavanhalli,2,1147.0,2.0,60.0,130
5252,Akshaya Nagar,3,1412.0,2.0,88.0,11
5253,Sarjapur  Road,2,1044.0,2.0,34.77,194
5254,Nagarbhavi,2,1190.0,2.0,63.0,169
5255,others,3,1240.0,2.0,65.0,230
5256,Jigani,3,1352.0,3.0,65.0,113
5257,others,2,1100.0,2.0,55.0,230
5258,Uttarahalli,3,1330.0,2.0,39.9,216
5259,others,3,1700.0,3.0,111.0,230
5260,Electronic City,2,1355.0,2.0,67.0,74
5261,Ramamurthy Nagar,2,1200.0,2.0,46.0,188
5262,Kengeri,1,400.0,2.0,25.0,135
5263,Sarjapur  Road,2,1342.0,2.0,70.0,194
5264,Begur Road,3,1615.0,3.0,50.87,39
5265,others,2,1340.0,2.0,65.0,230
5266,Devanahalli,2,1080.0,2.0,52.0,65
5267,Hennur Road,3,2700.0,3.0,150.0,96
5268,others,3,1780.0,3.0,110.0,230
5269,Amruthahalli,3,1605.0,3.0,65.0,14
5270,Kammanahalli,2,1200.0,2.0,80.0,124
5271,Margondanahalli,2,900.0,2.0,49.0,162
5272,Sarjapur,3,1830.0,3.0,88.0,193
5273,others,5,1800.0,4.0,68.0,230
5274,Uttarahalli,2,1065.0,2.0,42.59,216
5275,others,3,900.0,2.0,65.0,230
5276,others,2,946.0,2.0,45.0,230
5277,Laggere,1,1500.0,1.0,60.0,152
5278,Sarjapur  Road,3,1711.0,3.0,110.0,194
5279,Kudlu Gate,3,1656.0,3.0,80.0,148
5280,Uttarahalli,2,1075.0,2.0,46.76,216
5281,Harlur,3,1752.12,3.0,133.0,91
5282,others,3,1540.0,3.0,85.0,230
5283,LB Shastri Nagar,1,665.0,1.0,32.0,151
5284,Sector 2 HSR Layout,3,1665.0,3.0,110.0,196
5285,Electronics City Phase 1,2,1145.0,2.0,54.0,76
5286,Whitefield,2,1185.0,2.0,41.0,224
5287,Marathahalli,3,1693.0,3.0,125.0,161
5288,Uttarahalli,2,1155.0,2.0,40.6,216
5289,others,3,1610.0,2.0,64.4,230
5290,Whitefield,3,1200.0,3.0,56.58,224
5291,EPIP Zone,3,1709.0,3.0,80.0,73
5292,Gottigere,3,1400.0,2.0,50.0,82
5293,KR Puram,2,1200.0,2.0,42.0,115
5294,others,3,1439.0,3.0,57.23,230
5295,Kasavanhalli,2,1375.0,2.0,72.0,130
5296,Vijayanagar,3,1200.0,2.0,75.0,220
5297,Yelahanka,2,1315.0,2.0,75.0,226
5298,Yelahanka,6,3600.0,6.0,200.0,226
5299,Vijayanagar,2,1178.0,2.0,82.0,220
5300,Bannerghatta Road,3,1430.0,3.0,59.0,34
5301,Mahadevpura,3,1400.0,2.0,65.8,156
5302,Thanisandra,2,1093.0,2.0,72.0,209
5303,Horamavu Banaswadi,2,1200.0,2.0,45.0,99
5304,Magadi Road,5,5000.0,6.0,360.0,155
5305,Whitefield,3,2210.0,3.0,156.0,224
5306,Uttarahalli,2,1150.0,2.0,70.0,216
5307,others,3,1435.0,2.0,60.0,230
5308,Whitefield,2,1173.0,2.0,78.2,224
5309,Thanisandra,2,1140.0,2.0,39.0,209
5310,others,3,1717.0,3.0,120.0,230
